LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-11-18 00:11:56,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:56,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:56,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:56,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:57,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:57,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:58,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:58,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:59,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:59,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:59,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:11:59,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:00,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:00,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:00,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:00,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:01,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:01,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-59, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:01,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-57, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:01,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:01,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:02,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:03,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:03,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-66,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-66,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-66,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-66,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-66, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:04,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:04,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-44,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-40,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-40,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-40,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-40,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-39,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-39,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-39,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2023-11-18 00:12:05,1900-01-00 00:00:00,,42:85:82:0A:19:3B,-39,,0.000000,0.000000,0.000,0.000,Client
2023-11-18 00:12:05,1900-01-00 00:00:00,VTR-3633500,C0:05:C2:E4:B3:A1,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
