
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
8C:09:F4:F5:B7:A0, 2023-11-07 12:07:09, 2023-11-07 12:24:58,  6, 195, WPA2, CCMP, PSK, -69,      324,        0,   0.  0.  0.  0,  10, ARRIS-B7A2, 
B0:EC:DD:71:BB:4B, 2023-11-07 12:07:09, 2023-11-07 12:24:58, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -29,     2515,      179,   0.  0.  0.  0,   0, , 
C0:05:C2:E4:B3:A1, 2023-11-07 12:07:09, 2023-11-07 12:24:58, 11, 130, WPA2, CCMP, PSK, -36,     1999,        0,   0.  0.  0.  0,  11, VTR-3633500, 
F8:AF:05:D2:D9:CC, 2023-11-07 12:07:09, 2023-11-07 12:24:58,  6, 270, WPA2 WPA, CCMP, PSK, -64,     1005,        0,   0.  0.  0.  0,   7, ROSARIO, 
58:BE:72:F6:22:D7, 2023-11-07 12:07:09, 2023-11-07 12:23:25, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -72,      502,        4,   0.  0.  0.  0,   0, , 
58:BE:72:F6:22:D4, 2023-11-07 12:07:09, 2023-11-07 12:24:58, 11, 400, WPA2 WPA, CCMP, PSK, -73,      408,        6,   0.  0.  0.  0,   6, Emilia, 
40:0D:10:0A:99:A1, 2023-11-07 12:07:10, 2023-11-07 12:24:57, 11, 130, WPA2, CCMP, PSK, -63,     1184,        0,   0.  0.  0.  0,  11, VTR-6971470, 
E4:57:40:AC:55:F9, 2023-11-07 12:07:10, 2023-11-07 12:24:58, 11, 130, WPA2, CCMP, PSK, -58,     2259,        0,   0.  0.  0.  0,  11, VTR-4929136, 
C4:FB:AA:82:BD:DF, 2023-11-07 12:07:11, 2023-11-07 12:24:58, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -77,      391,        2,   0.  0.  0.  0,   0, , 
E4:57:40:D3:EC:1A, 2023-11-07 12:07:11, 2023-11-07 12:24:58, 11, 130, WPA2, CCMP, PSK, -73,       93,        0,   0.  0.  0.  0,  11, VTR-4776472, 
18:35:D1:8F:4E:61, 2023-11-07 12:07:11, 2023-11-07 12:24:57, 11, 130, WPA2, CCMP, PSK, -68,     1519,        4,   0.  0.  0.  0,  11, VTR-4171047, 
A4:6D:A4:46:35:D3, 2023-11-07 12:07:11, 2023-11-07 12:21:04, 11,  -1, WPA, ,   , -70,        0,        3,   0.  0.  0.  0,   0, , 
B4:09:31:5B:FE:3C, 2023-11-07 12:07:11, 2023-11-07 12:24:58, 11, 130, WPA2 WPA, CCMP, PSK, -72,      384,      193,   0.  0.  0.  0,   6, HAYLEN, 
A4:6D:A4:45:B7:70, 2023-11-07 12:07:11, 2023-11-07 12:24:51,  6, 360, WPA2 WPA, CCMP, PSK, -69,       66,        3,   0.  0.  0.  0,   7, ROSARIO, 
18:35:D1:48:EF:F1, 2023-11-07 12:07:12, 2023-11-07 12:24:56,  1, 130, WPA2, CCMP, PSK, -70,      238,        0,   0.  0.  0.  0,  11, VTR-9970073, 
48:D3:43:C1:5D:F9, 2023-11-07 12:07:12, 2023-11-07 12:24:55,  1, 130, WPA2, CCMP TKIP, PSK, -72,      223,        0,   0.  0.  0.  0,  11, VTR-1894081, 
E4:AB:89:69:F0:88, 2023-11-07 12:07:12, 2023-11-07 12:24:41,  1, 270, WPA2, CCMP, PSK, -75,       20,        0,   0.  0.  0.  0,  13, Baby Face 2.4, 
18:35:D1:42:17:39, 2023-11-07 12:07:13, 2023-11-07 12:24:56,  1, 130, WPA2, CCMP, PSK, -71,      118,        0,   0.  0.  0.  0,  11, VTR-5137896, 
60:7E:CD:DE:6B:40, 2023-11-07 12:07:13, 2023-11-07 12:24:55,  1, 130, WPA2 WPA, CCMP, PSK, -66,      185,        3,   0.  0.  0.  0,   9, Toya yaya, 
78:B2:13:E6:88:60, 2023-11-07 12:07:14, 2023-11-07 12:12:45, 10, 270, WPA2, CCMP TKIP, PSK, -75,       26,        0,   0.  0.  0.  0,  18, ROC-14931335315578, 
54:55:D5:DD:74:FC, 2023-11-07 12:07:15, 2023-11-07 12:20:43, 11, 130, WPA2 WPA, CCMP, PSK, -73,       55,        0,   0.  0.  0.  0,   4, Depa, 
E8:13:6E:83:92:4C, 2023-11-07 12:07:15, 2023-11-07 12:24:51, 11, 130, WPA2 WPA, CCMP, PSK, -73,      138,        5,   0.  0.  0.  0,   6, ELALPA, 
4C:AB:F8:84:7E:FF, 2023-11-07 12:07:15, 2023-11-07 12:24:54, 11, 130, WPA2, CCMP, PSK, -74,      133,       67,   0.  0.  0.  0,  21, movistar2,4GHZ_847EFF, 
B4:09:31:5C:83:70, 2023-11-07 12:07:16, 2023-11-07 12:24:51,  1, 130, WPA2 WPA, CCMP, PSK, -71,       65,        7,   0.  0.  0.  0,  12, HUAWEI-ENTEL, 
2C:A0:42:E5:E5:78, 2023-11-07 12:07:16, 2023-11-07 12:23:40,  1, 270, WPA2 WPA, CCMP, PSK, -76,        9,        0,   0.  0.  0.  0,  15, Familia Machado, 
E4:57:40:E0:25:67, 2023-11-07 12:07:18, 2023-11-07 12:24:58, 11, 130, WPA2, CCMP, PSK, -70,       41,        7,   0.  0.  0.  0,  11, VTR-2531514, 
A4:6D:A4:44:53:73, 2023-11-07 12:07:18, 2023-11-07 12:24:48,  1, 360, WPA2 WPA, CCMP TKIP, PSK, -72,       98,        5,   0.  0.  0.  0,   0, , 
14:EB:08:50:AA:44, 2023-11-07 12:07:18, 2023-11-07 12:24:58, 11, 360, WPA2 WPA, CCMP, PSK, -76,       21,        0,   0.  0.  0.  0,  13, DEPA1307-2.4G, 
94:00:B0:19:43:30, 2023-11-07 12:07:18, 2023-11-07 12:14:51, 11, 130, WPA2 WPA, CCMP, PSK, -76,        7,        0,   0.  0.  0.  0,   8, ROCARO57, 
F0:9B:B8:2B:E6:54, 2023-11-07 12:07:18, 2023-11-07 12:24:26, 11, 130, WPA2 WPA, CCMP, PSK, -73,        1,        0,   0.  0.  0.  0,  11, HUAWEI-M4Zm, 
14:EB:08:50:AA:47, 2023-11-07 12:07:22, 2023-11-07 12:22:13, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -75,       35,        0,   0.  0.  0.  0,   0, , 
C4:69:F0:D0:1A:4F, 2023-11-07 12:07:22, 2023-11-07 12:24:47,  6, 360, WPA2 WPA, CCMP TKIP, PSK, -70,      199,        4,   0.  0.  0.  0,   0, , 
F8:53:29:D2:83:F4, 2023-11-07 12:07:23, 2023-11-07 12:13:43,  1, 360, WPA2 WPA, CCMP, PSK, -77,        8,        0,   0.  0.  0.  0,   7, ROBERTO, 
48:D3:43:8D:C0:D9, 2023-11-07 12:07:26, 2023-11-07 12:24:01,  1, 130, WPA2, CCMP, PSK, -74,       86,        0,   0.  0.  0.  0,  11, VTR-2884954, 
C4:69:F0:D0:1A:4C, 2023-11-07 12:07:28, 2023-11-07 12:24:58,  6, 360, WPA2 WPA, CCMP, PSK, -70,       60,        3,   0.  0.  0.  0,  15, Familia Machado, 
54:55:D5:DD:75:01, 2023-11-07 12:07:29, 2023-11-07 12:24:54, 11, 130, WPA2, CCMP, PSK, -72,       72,        0,   0.  0.  0.  0,   0, , 
AC:F8:CC:50:18:9F, 2023-11-07 12:07:29, 2023-11-07 12:07:29, 11, 130, WPA2, CCMP, PSK, -74,        1,        0,   0.  0.  0.  0,  11, VTR-0477347, 
44:48:B9:C8:98:18, 2023-11-07 12:07:29, 2023-11-07 12:24:08, 11, 130, WPA2, CCMP, PSK, -75,       56,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_C89818, 
C4:FB:AA:82:BD:DC, 2023-11-07 12:07:29, 2023-11-07 12:24:54, 11, 400, WPA2 WPA, CCMP, PSK, -70,      266,        8,   0.  0.  0.  0,   7, Quetzal, 
30:C5:0F:3F:12:28, 2023-11-07 12:07:29, 2023-11-07 12:24:11,  6, 130, WPA2 WPA, CCMP, PSK, -74,       26,        0,   0.  0.  0.  0,  11, HUAWEI-M4Zm, 
B0:C5:54:A5:D3:7E, 2023-11-07 12:07:30, 2023-11-07 12:24:55,  1, 130, WPA2, CCMP, PSK, -77,       67,        0,   0.  0.  0.  0,   8, cloudmed, 
E4:AB:89:62:15:00, 2023-11-07 12:07:30, 2023-11-07 12:07:30,  1, 270, WPA2, CCMP, PSK, -79,        1,        0,   0.  0.  0.  0,  12, Morita2,4GHZ, 
E4:57:40:FF:5E:34, 2023-11-07 12:07:30, 2023-11-07 12:24:41,  1, 130, WPA2, CCMP, PSK, -73,       52,        0,   0.  0.  0.  0,  11, VTR-1957091, 
F0:3F:95:97:0F:20, 2023-11-07 12:07:31, 2023-11-07 12:24:52,  2, 130, WPA2 WPA, CCMP, PSK, -74,      194,        2,   0.  0.  0.  0,   9, ALEJANDRA, 
88:DE:7C:EB:8C:41, 2023-11-07 12:07:31, 2023-11-07 12:24:55,  1, 130, WPA2, CCMP, PSK, -65,       82,        0,   0.  0.  0.  0,  21, Centro Conaripe Smart, 
44:48:B9:43:D8:D8, 2023-11-07 12:07:33, 2023-11-07 12:24:54, 11, 130, WPA2, CCMP, PSK, -76,      123,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_43D8D8, 
C0:05:C2:C2:58:D9, 2023-11-07 12:07:33, 2023-11-07 12:24:19,  1, 130, WPA2, CCMP, PSK, -75,       22,        0,   0.  0.  0.  0,  11, VTR-5765902, 
C4:69:F0:C9:CF:67, 2023-11-07 12:07:37, 2023-11-07 12:24:19,  6, 360, WPA2 WPA, CCMP TKIP, PSK, -76,       46,        0,   0.  0.  0.  0,   0, , 
40:0D:10:EB:DD:C1, 2023-11-07 12:07:37, 2023-11-07 12:24:58,  6, 130, WPA2, CCMP, PSK, -74,       18,        2,   0.  0.  0.  0,   6, ELISSA, 
FA:8F:CA:55:A9:E7, 2023-11-07 12:07:37, 2023-11-07 12:24:33,  1, 130, OPN, ,   , -76,       39,        0,   0.  0.  0.  0,  27, Polk MagniFi Mini-5626.l001, 
A4:17:8B:98:E4:53, 2023-11-07 12:07:37, 2023-11-07 12:07:37,  1, 360, WPA2 WPA, CCMP TKIP, PSK, -78,        1,        0,   0.  0.  0.  0,   0, , 
8A:DE:7C:EB:8C:41, 2023-11-07 12:07:37, 2023-11-07 12:24:55,  1, 130, WPA2, CCMP, PSK, -66,       85,        0,   0.  0.  0.  0,  15, Centro Conaripe, 
14:EB:08:4F:AA:AF, 2023-11-07 12:07:40, 2023-11-07 12:20:43, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -74,       17,        5,   0.  0.  0.  0,   0, , 
C4:69:F0:CA:AC:74, 2023-11-07 12:07:51, 2023-11-07 12:24:58,  6, 400, WPA2 WPA, CCMP, PSK, -69,      107,        3,   0.  0.  0.  0,   7, Eduardo, 
44:48:B9:07:66:7E, 2023-11-07 12:07:51, 2023-11-07 12:24:51,  6, 130, WPA2, CCMP, PSK, -72,       50,       50,   0.  0.  0.  0,   9, PANCURITA, 
E4:AB:89:2D:B3:DD, 2023-11-07 12:07:52, 2023-11-07 12:15:03,  1, 130, WPA2, CCMP, PSK, -76,       39,        1,   0.  0.  0.  0,   6, CARDIO, 
C0:05:C2:E1:87:79, 2023-11-07 12:07:52, 2023-11-07 12:22:53,  1, 130, WPA2, CCMP, PSK, -74,       34,        0,   0.  0.  0.  0,  11, VTR-7671744, 
2C:96:82:75:46:20, 2023-11-07 12:07:52, 2023-11-07 12:07:52,  1, 720, WPA2, CCMP, PSK, -73,        1,        0,   0.  0.  0.  0,  19, MOVISTAR-WIFI6-4620, 
C4:69:F0:CA:AC:77, 2023-11-07 12:07:58, 2023-11-07 12:24:58,  6, 360, WPA2 WPA, CCMP TKIP, PSK, -70,      118,        3,   0.  0.  0.  0,   0, , 
90:3F:EA:22:9B:0C, 2023-11-07 12:07:58, 2023-11-07 12:24:58,  6, 130, WPA2 WPA, CCMP, PSK, -78,       18,        7,   0.  0.  0.  0,  12, NEGRITA 2022, 
40:0D:10:F4:2B:41, 2023-11-07 12:08:02, 2023-11-07 12:24:58,  6, 130, WPA2, CCMP, PSK, -71,       63,        0,   0.  0.  0.  0,  11, VTR-2402768, 
C4:69:F0:C9:CF:64, 2023-11-07 12:08:02, 2023-11-07 12:24:51,  6, 400, WPA2 WPA, CCMP, PSK, -72,       21,        0,   0.  0.  0.  0,   8, Dpto 603, 
44:48:B9:44:4D:F8, 2023-11-07 12:08:02, 2023-11-07 12:24:05,  1, 130, WPA2, CCMP, PSK, -77,       14,        0,   0.  0.  0.  0,  12, Dentiven 2.4, 
E8:48:B8:BD:CF:0E, 2023-11-07 12:08:07, 2023-11-07 12:13:45,  3, 270, WPA2, CCMP, PSK, -77,        2,        0,   0.  0.  0.  0,  12, TP-Link_CF0E, 
C0:D1:93:35:86:B4, 2023-11-07 12:08:09, 2023-11-07 12:15:38, 11, 270, WPA2 WPA, CCMP, PSK, -78,        2,        0,   0.  0.  0.  0,  19, GuarelloEkdahl_Wifi, 
C4:69:F0:CF:F1:64, 2023-11-07 12:08:09, 2023-11-07 12:24:08,  6, 360, WPA2 WPA, CCMP, PSK, -70,        1,        2,   0.  0.  0.  0,  10, Pablo-2.4G, 
E4:AB:89:2D:90:97, 2023-11-07 12:08:13, 2023-11-07 12:13:43,  1, 130, WPA2, CCMP, PSK, -75,        2,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_2D9097, 
46:48:B9:02:49:8A, 2023-11-07 12:08:16, 2023-11-07 12:20:43, 11, 130, WPA2, CCMP, PSK, -79,        3,        0,   0.  0.  0.  0,  11, Mujerysalud, 
44:48:B9:C8:C2:48, 2023-11-07 12:08:23, 2023-11-07 12:24:37,  6, 130, WPA2, CCMP, PSK, -76,       21,        3,   0.  0.  0.  0,  21, movistar2,4GHZ_C8C248, 
A4:6D:A4:44:53:70, 2023-11-07 12:08:27, 2023-11-07 12:24:33,  1, 360, WPA2 WPA, CCMP, PSK, -72,      124,        1,   0.  0.  0.  0,   3, EYC, 
C4:0D:96:36:37:70, 2023-11-07 12:08:30, 2023-11-07 12:24:43, 11, 130, WPA2 WPA, CCMP, PSK, -78,       17,       39,   0.  0.  0.  0,  10, Red Sergio, 
14:EB:08:4F:AA:AC, 2023-11-07 12:08:30, 2023-11-07 12:24:43, 11, 360, WPA2 WPA, CCMP, PSK, -73,       64,        0,   0.  0.  0.  0,   5, Oddie, 
90:17:3F:E7:84:70, 2023-11-07 12:08:31, 2023-11-07 12:24:51,  1, 130, WPA2 WPA, CCMP, PSK, -73,       95,       29,   0.  0.  0.  0,   6, D401VM, 
00:60:B3:3D:97:C7, 2023-11-07 12:08:33, 2023-11-07 12:24:57, 10,  54, WPA, TKIP, PSK, -79,        9,        0,   0.  0.  0.  0,   0, , 
BE:D7:D4:E2:DC:84, 2023-11-07 12:08:38, 2023-11-07 12:24:23,  1,  65, WPA2, CCMP, PSK, -68,      108,        0,   0.  0.  0.  0,   0, , 
88:DE:7C:71:C1:EF, 2023-11-07 12:08:41, 2023-11-07 12:24:58,  6, 130, WPA2, CCMP, PSK, -77,       18,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_71C1EF, 
D0:F3:F5:CA:E9:9D, 2023-11-07 12:08:41, 2023-11-07 12:24:51,  6, 270, WPA2, CCMP, PSK, -75,       29,        0,   0.  0.  0.  0,   0, , 
A4:6D:A4:4A:AA:70, 2023-11-07 12:08:41, 2023-11-07 12:22:28,  1, 400, WPA2 WPA, CCMP, PSK, -72,       34,        0,   0.  0.  0.  0,   4, Depa, 
44:48:B9:49:5C:70, 2023-11-07 12:08:41, 2023-11-07 12:24:58,  6, 130, WPA2, CCMP, PSK, -74,       93,       33,   0.  0.  0.  0,  15, Centro Casperia, 
B4:09:31:5B:EB:F8, 2023-11-07 12:08:45, 2023-11-07 12:21:58,  6, 130, WPA2 WPA, CCMP, PSK, -73,        3,        0,   0.  0.  0.  0,   8, GRATLAND, 
2C:A0:42:E7:B2:EC, 2023-11-07 12:08:45, 2023-11-07 12:24:15,  6, 270, WPA2 WPA, CCMP, PSK, -73,       37,        0,   0.  0.  0.  0,   5, PILLA, 
E4:AB:89:67:6D:40, 2023-11-07 12:08:45, 2023-11-07 12:23:29,  1, 130, WPA2, CCMP, PSK, -79,       25,        0,   0.  0.  0.  0,   3, MGR, 
2C:A0:42:E5:E5:7D, 2023-11-07 12:08:45, 2023-11-07 12:23:00,  1, 270, WPA2, CCMP, PSK, -76,       25,        0,   0.  0.  0.  0,   5, ....., 
98:48:27:1D:F0:A7, 2023-11-07 12:08:48, 2023-11-07 12:20:39, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
B4:09:31:5C:37:68, 2023-11-07 12:08:52, 2023-11-07 12:24:19,  6, 130, WPA2, CCMP, PSK, -74,       50,        0,   0.  0.  0.  0,  11, HUAWEI 8XwS, 
A4:6D:A4:45:B7:73, 2023-11-07 12:08:55, 2023-11-07 12:24:58,  6, 360, WPA2 WPA, CCMP TKIP, PSK, -73,       83,        1,   0.  0.  0.  0,   0, , 
2C:A0:42:E6:3D:89, 2023-11-07 12:08:56, 2023-11-07 12:24:22,  6, 270, WPA2, CCMP, PSK, -73,      124,        0,   0.  0.  0.  0,   0, , 
54:52:84:52:DF:D5, 2023-11-07 12:08:59, 2023-11-07 12:23:25,  6, 270, WPA2, CCMP, PSK, -75,       34,        0,   0.  0.  0.  0,   0, , 
88:DE:7C:4B:00:8F, 2023-11-07 12:09:03, 2023-11-07 12:24:26,  1, 130, WPA2, CCMP, PSK, -76,        9,        0,   0.  0.  0.  0,  11, Mujerysalud, 
60:32:B1:29:31:87, 2023-11-07 12:09:11, 2023-11-07 12:24:20,  2, 130, WPA2, CCMP TKIP, PSK, -74,       43,        0,   0.  0.  0.  0,  17, ALEJANDRA_2.4_EXT, 
66:E1:5C:3F:B5:2C, 2023-11-07 12:09:17, 2023-11-07 12:24:58,  6, 130, WPA2, CCMP, PSK, -75,       22,       29,   0.  0.  0.  0,  12, iPhone benja, 
44:48:B9:4A:31:98, 2023-11-07 12:09:21, 2023-11-07 12:23:36,  1, 130, WPA2, CCMP, PSK, -78,        3,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_4A3198, 
F8:5B:3B:9D:40:7D, 2023-11-07 12:09:28, 2023-11-07 12:23:47,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
44:48:B9:43:ED:28, 2023-11-07 12:09:29, 2023-11-07 12:24:12,  1, 130, WPA2, CCMP, PSK, -77,        4,        0,   0.  0.  0.  0,  12, OTEC Cenakin, 
A0:64:8F:D1:FC:4B, 2023-11-07 12:09:36, 2023-11-07 12:16:21,  1, 130, WPA2, CCMP, PSK, -78,       10,        0,   0.  0.  0.  0,   9, MansoDepa, 
2C:A0:42:E6:3D:84, 2023-11-07 12:09:42, 2023-11-07 12:22:56,  6, 270, WPA2 WPA, CCMP, PSK, -73,       18,        0,   0.  0.  0.  0,  13, TELEVISA 2.4G, 
E4:57:40:DF:D7:FA, 2023-11-07 12:09:46, 2023-11-07 12:18:09,  6, 130, WPA2, CCMP, PSK, -77,       19,        0,   0.  0.  0.  0,  11, VTR-8000862, 
74:93:DA:5C:1D:2F, 2023-11-07 12:09:49, 2023-11-07 12:24:15,  6, 720, WPA2, CCMP, PSK, -74,       21,        0,   0.  0.  0.  0,  19, MOVISTAR-WIFI6-1D20, 
54:52:84:52:DF:D0, 2023-11-07 12:09:49, 2023-11-07 12:24:58,  6, 270, WPA2 WPA, CCMP, PSK, -76,       18,        0,   0.  0.  0.  0,   7, PERFECT, 
E6:AB:89:57:6D:40, 2023-11-07 12:09:50, 2023-11-07 12:23:32,  1, 130, WPA2, CCMP, PSK, -75,       49,        0,   0.  0.  0.  0,  25, movistar2,4GHZ_676D40_INV, 
A4:17:8B:99:4D:2B, 2023-11-07 12:09:50, 2023-11-07 12:23:39, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -76,        2,        3,   0.  0.  0.  0,   0, , 
A4:17:8B:99:4D:28, 2023-11-07 12:09:50, 2023-11-07 12:24:58, 11, 400, WPA2 WPA, CCMP, PSK, -74,       50,        2,   0.  0.  0.  0,  10, VIANA 1101, 
C0:D1:93:35:86:B9, 2023-11-07 12:09:53, 2023-11-07 12:24:47, 11, 270, WPA2, CCMP, PSK, -77,        8,        0,   0.  0.  0.  0,   0, , 
C4:69:F0:CF:F1:67, 2023-11-07 12:10:00, 2023-11-07 12:22:34,  6,  -1, WPA, ,   , -68,        0,        9,   0.  0.  0.  0,   0, , 
2C:A0:42:E7:B2:F1, 2023-11-07 12:10:29, 2023-11-07 12:24:15,  6, 270, WPA2, CCMP, PSK, -73,       34,        0,   0.  0.  0.  0,   0, , 
E8:9F:80:B6:E0:30, 2023-11-07 12:10:33, 2023-11-07 12:23:50,  6, 270, WPA2, CCMP, PSK, -70,       16,        0,   0.  0.  0.  0,   9, LOBBY_Ext, 
44:48:B9:45:B6:30, 2023-11-07 12:11:01, 2023-11-07 12:24:11,  6, 270, WPA2, CCMP, PSK, -74,       18,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_45B630, 
3C:A3:7E:71:EF:20, 2023-11-07 12:11:02, 2023-11-07 12:24:11, 11, 400, WPA2 WPA, CCMP, PSK, -72,       21,        6,   0.  0.  0.  0,  14, Depto 202 2.4G, 
68:E2:09:DF:D8:30, 2023-11-07 12:11:30, 2023-11-07 12:15:02,  6, 130, WPA2 WPA, CCMP, PSK, -74,        4,        0,   0.  0.  0.  0,   3, 602, 
C4:69:F0:CF:E8:D4, 2023-11-07 12:12:20, 2023-11-07 12:12:20,  6,  -1, WPA, ,   , -74,        0,        1,   0.  0.  0.  0,   0, , 
1C:3B:F3:AA:BA:6C, 2023-11-07 12:12:44, 2023-11-07 12:16:09,  9, 270, WPA2 WPA, CCMP TKIP, PSK, -73,       15,        0,   0.  0.  0.  0,  22, TP-Link_Outdoor_AABA6C, 
F8:5B:3B:1E:E6:E5, 2023-11-07 12:12:50, 2023-11-07 12:12:50, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
20:97:27:11:F9:05, 2023-11-07 12:12:56, 2023-11-07 12:13:03, 11, 130, OPN, ,   , -74,        3,        0,   0.  0.  0.  0,  13, FlixBus Wi-Fi, 
44:48:B9:D5:FE:D0, 2023-11-07 12:13:08, 2023-11-07 12:24:55,  1, 130, WPA2, CCMP, PSK, -76,       13,        0,   0.  0.  0.  0,  21, movistar2,4GHZ_D5FED0, 
4A:28:71:62:BD:9E, 2023-11-07 12:13:15, 2023-11-07 12:13:15,  1, 180, WPA2, CCMP, PSK, -75,        1,        0,   0.  0.  0.  0,  20, Redmi Note 11 Pro 5G, 
F8:53:29:D2:83:F7, 2023-11-07 12:13:22, 2023-11-07 12:13:33,  1, 360, WPA2 WPA, CCMP TKIP, PSK, -75,        2,        0,   0.  0.  0.  0,   0, , 
48:D3:43:B7:61:E9, 2023-11-07 12:14:44, 2023-11-07 12:18:34,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
A4:6D:A4:33:DB:EC, 2023-11-07 12:14:58, 2023-11-07 12:14:58, 11, 400, WPA2 WPA, CCMP, PSK, -71,        1,        0,   0.  0.  0.  0,   7, FORREST, 
A4:6D:A4:33:DB:EF, 2023-11-07 12:14:58, 2023-11-07 12:15:02, 11, 360, WPA2 WPA, CCMP TKIP, PSK, -72,        3,        0,   0.  0.  0.  0,   0, , 
00:35:1A:1D:68:C1, 2023-11-07 12:15:42, 2023-11-07 12:15:42,  1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
2A:AA:E4:F6:E5:4D, 2023-11-07 12:15:48, 2023-11-07 12:17:47, 11, 180, WPA2, CCMP, PSK, -72,        1,        1,   0.  0.  0.  0,   5, V2028, 
00:04:EA:50:A0:41, 2023-11-07 12:16:21, 2023-11-07 12:16:21,  6,  65, WPA2, CCMP, PSK, -72,        2,        0,   0.  0.  0.  0,  31, DIRECT-BD-HP Smart Tank 580-590, 
20:F3:75:8A:D4:B6, 2023-11-07 12:16:39, 2023-11-07 12:21:48,  1,  -1, WPA, ,   , -73,        0,        9,   0.  0.  0.  0,   0, , 
D0:F3:F5:CA:E9:98, 2023-11-07 12:16:53, 2023-11-07 12:24:51,  6, 270, WPA2 WPA, CCMP, PSK, -73,       10,        0,   0.  0.  0.  0,   7, ROBERTO, 
40:0D:10:0E:67:61, 2023-11-07 12:16:57, 2023-11-07 12:24:37,  1, 130, WPA2, CCMP, PSK, -78,       12,        0,   0.  0.  0.  0,  11, VTR-3676607, 
A4:6D:A4:4A:AA:73, 2023-11-07 12:17:15, 2023-11-07 12:24:33,  1, 360, WPA2 WPA, CCMP TKIP, PSK, -75,       43,        2,   0.  0.  0.  0,   0, , 
A4:6D:A4:45:98:D7, 2023-11-07 12:20:25, 2023-11-07 12:20:25,  6, 360, WPA2 WPA, CCMP TKIP, PSK, -76,        1,        0,   0.  0.  0.  0,   0, , 
54:52:84:52:E0:05, 2023-11-07 12:20:58, 2023-11-07 12:20:58,  6, 270, WPA2, CCMP, PSK, -76,        1,        0,   0.  0.  0.  0,   0, , 
A4:6D:A4:46:35:D0, 2023-11-07 12:21:04, 2023-11-07 12:21:04, 11,  -1, WPA, ,   , -71,        0,        1,   0.  0.  0.  0,   0, , 
2C:96:82:4E:A4:D8, 2023-11-07 12:21:33, 2023-11-07 12:24:58, 11, 720, WPA2, CCMP, PSK, -75,        1,       11,   0.  0.  0.  0,   9, PANCURITA, 
